id,title
957,Pedagogía en Biología y Ciencias Naturales
958,Pedagogía en Eduación Diferencial 
959,Pedagogía en Filosofía
960,Pedagogía en Historia y Ciencias Sociales
961,Pedagogía en Ingles
962,Pedagogía en Lengua Castellana y Comunicación
963,Pedagogía en Matemática
964,Pedagogía en Música
965,Periodismo
966,Psicología
967,Sociología
968,Trabajo Social
969,Arquitectura
970,Auditoría
971,Derecho
972,Diseño
973,Enfermería
974,Ingeniería Agronómica
975,Ingeniería Civil
976,Ingeniería Civil Ambiental
977,Ingeniería Civil en Minas
978,Ingeniería Civil Industrial
979,Ingeniería Civil Mecánica
980,Ingeniería Comercial
981,Ingeniería de Ejecución en Mecánica
982,Ingeniería de Ejecución en Minas
983,Ingeniería en Administración de Empresas
984,Ingeniería en Alimentos
985,Ingeniería en Computación
986,Ingeniería en Construcción
987,Kinesiología
988,Licenciatura en Astronomía
989,Licenciatura en Física
990,Licenciatura en Matemática
991,Licenciatura en Música
992,Odontología
993,Pedagogía en Castellano y Filosofía
994,Pedagogía en Educación diferencial
995,Pedagogía en Educación General Básica
996,Pedagogía en Educación Musical
997,Pedagogía en Eduación Parvularia
998,Pedagogía en Historia y Geografía
999,Pedagogía en Ingles
1000,Pedagogía Matemática y computación
1001,Pedagogía en Matemática y Física
1002,Periodismo
1003,Psicología
1004,Química
1005,Traductor Inglés
1006,Administración Pública
1007,Artes Escenicas
1008,Bachillerato en Ciencias
1009,Bachillerato en  Ciencias de la Salud
1010,Bachillerato en Ciencias Sociales y Artes
1011,Biología Marina
1012,Bioquímica
1013,Biotecnología 
1014,Derecho
1015,Diseño Gráfico mención Diseño Estratégico
1016,Enfermería
1017,Fonoaudiología
1018,Ingeniería Civil en Procesos de minerales
1019,Ingeniería civil Geomática
1020,Ingeniería Civil Industrial
1021,Ingeniería Civil Industrial en Electrónica
1022,Ingeniería Civil Industrial en Minas
1023,Ingeniería Civil Industrial Mecánica
1024,Ingeniería Comercial mención Negocios Mineros
1025,Ingeniería de Ejecución en Electricidad
1026,Ingeniería de ejecución en Mecánica
1027,Ingeniería de Ejecución en Minas
1028,Kinesiología
1029,Medicina
1030,Música
1031,Nutrición y Dietética
1032,Obstetricia y Puericultura
1033,Odontología
1034,Pedagogía en biología y Ciencias Naturales
1035,Pedagogía en Educación Básica, menciones, lenguaje y comunicación matemática
1036,Pedagogía en Educación Física Damas
1037,Pedagogía en Educación Física Varones
1038,Pedagogía en Lenguaje y Comunicación
1039,Pedagogía en Matemáticas
1040,Psicología 
1041,Química Ambiental
1042,Tecnología Médica
1043,Terapia Ocupacional 
1044,Trabajo Social
1045,Administración Pública
1046,Agronomía
1047,Antropología
1048,Arqueología
1049,Arquitectura
1050,Bachiller en Ciencias y Humanidades
1051,Ciencia Política
1052,Contador Auditor
1053,Derecho
1054,Diseño Gráfico
1055,Diseño Industrial
1056,Eduación de Párvulos
1057,Fonoaudiología
1058,Geografía
1059,Geología
1060,Ingeniería Civil Ambiental
1061,Ingeniería Civil en Informática
1062,Ingeniería Civil en Obras Civiles
1063,Ingeniería Civil Industrial
1064,Ingeniería Civil Plan Común
1065,Ingeniería Civil Química
1066,Ingeniería Comercial
1067,Ingeniería en Acuicultura
1068,Ingeniería en Prevención de Riesgo y Medio Ambiente
1069,Ingeniería en Recursos Naturales y Renovables
1070,Kinesiología
1071,Licenciatura en Artes Visuales
1072,Medicina Veterinaria
1073,Nutrición y Dietética
1074,Pedagogía Básica Intercultural en Contexto Mapuche
1075,Pedagogía en Educación Básica con mención
1076,Pedagogía en Educación Diferencial N.E.E.T y DEF
1077,Pedagogía en Eduacación Física
1078,Pedagogía en historia, Geografía y Ciencias Sociales
1079,Pedagogía en Ingles
1080,Pedagogía en Lengua Castellana y Comunicación
1081,Pedagogía en Religión Modalidad
1082,Pedagogía Media en Ciencias Naturales y Biología
1083,Pedagogía Media en Matemática
1084,Psicología
1085,Sociología
1086,Técnico Universitario en Acuicultura
1087,Técnico Universitario en Administración de Empresas
1088,Técnico Universitario en Construcción y Obras Civiles
1089,Técnico Universitario en Educación de Párvulos
1090,Técnico Universitario en Preparación Física
1091,Técnico Universitario en Prevención de Riesgos y Medio Ambiente
1092,Técnico Unuversitario en Producción Agropecuaria
1093,Técnico Universitario en Redes y Telecomunicaciones
1094,Técnico Universitario en Topografía y Geomensura
1095,Técnico Universitario en Turismo
1096,Tecnología Médica
1097,Terapia Ocupacional 
1098,Trabajo Social
1099,Traducción Inglés Español
1100,Agronomía
1101,Auditoría - Curicó
1102,Auditoría - Talca
1103,Educación Parvularia
1104,Enfermería - Curicó
1105,Enfermería - Talca
1106,Ingeniería Civil
1107,Ingeniería Civil Industrial
1108,Ingeniería Civil Informática
1109,Ingeniería Comercial
1110,Ingeniería Biotecnología
1111,Ingeniería en Construcción
1112,Kinesiología
1113,Medicina
1114,Nutrición y Dietética
1115,Pedagogía en Ciencias
1116,Pedagogía en Eduación Especial
1117,Pedagogía en Educación Física
1118,Pedagogía en Educación General Básica con Mención - Curicó
1119,Pedagogía en Educación General Básica con Mención - Talca
1120,Pedagogía en Ingles
1121,Pedagogía en Lengua Castellana y Comunicación
1122,Pedagogia en Matematica y Computación
1123,Pedagogía en Religión y Filosofía
1124,Psicología
1125,Sociología
1126,Trabajo Social
1127,Biología Marina
1128,Contador Auditor
1129,Derecho
1130,Dirección Audiovisual y Multimedia
1131,Educación de Parvulos
1132,Enfermería
1133,Ingeniería Civil
1134,Ingniería Civil Eléctrica
1135,Ingenmiería Civil Geológica
1136,Ingeniería Civil Industrial
1137,Ingeniería Civil Informática
1138,Ingeniería Comercial
1139,Ingeniería de Ejecución Industrial, mención Mantenimiento y Logística
1140,Kinesiología
1141,Licenciatura en Ciencias Religiosas y Estudios Eclesiásticos
1142,Licenciatura en Filosofía
1143,Licenciatura en Historia
1144,Medicina
1145,Nutrición y Dietética
1146,Pedagogía en Educación Básica con Menciones
1147,Pedagogía en Educación Diferencial
1148,Pedagogía en Educación Física
1149,Pedagogía en Educación Media en Biología y Ciencias Naturales
1150,Pedagogía en Educación Media en Ingles
1151,Pedagogía en Educación Media en Lenguaje y Comunicación
1152,Pedagogía en Educación Media en Matemática
1153,Pedagogía Media en Religión y Educación Moral
1154,Periodismo
1155,Química Ambiental
1156,Tecnología Médica
1157,Trabajo Social
1158,Arquitectura
1159,Arquitectura
1160,Bachillerato en Ciencias de la Salud
1161,Bachillerato en Ciencias de la Salud
1162,Bachillerato en Ciencias de la Salud
1163,Bioquímica
1164,Derecho
1165,Derecho
1166,Derecho
1167,Educación Diferencial
1168,Educación Diferencial
1169,Educación Diferencial
1170,Educación Parvularia
1171,Educación Parvularia
1172,Enfermería
1173,Enfermería
1174,Enfermería
1175,Fonoaudiología
1176,Fonoaudiología
1177,Fonoaudiología
1178,Ingeniería Civil
1179,Ingeniería Civil
1180,Ingeniería Civil en Minas
1181,Ingeniería Civil en Minas
1182,Ingeniería Civil Industrial
1183,Ingeniería Civil Industrial
1184,Ingeniería Civil Industrial
1185,Ingeniería Civil Informática
1186,Ingeniería Comercial
1187,Ingeniería Comercial
1188,Ingeniería Comercial
1189,Ingeniería en Energía y Sustentabilidad Ambiental
1190,Ingeniería en Energía y Sustentabilidad Ambiental
1191,Ingeniería en Expediciones y Ecoturismo
1192,Ingeniería Civil Industrial
1193,Ingeniería Civil Industrial
1194,Ingeniería Civil Industrial
1195,Ingeniería Civil Informática
1196,Ingeniería Comercial
1197,Ingeniería Comercial
1198,Ingeniería Comercial
1199,Ingeniería en Energía y Sustentabilidad Ambiental
1200,Ingeniería en Energía y Sustentabilidad Ambiental
1201,Ingeniería en Expediciones y Ecoturismo
1202,Ingeniería en Prevención de Riesgos y Medioambiente
1203,Ingeniería en Prevención de Riesgos y Medioambiente
1204,Kinesiología
1205,Kinesiología
1206,Kinesiología
1207,Medicina
1208,Medicina
1209,Nutrición y Dietética
1210,Nutrición y Dietética
1211,Nutrición y Dietética
1212,Obstetricia
1213,Obstetricia
1214,Odontología
1215,Pedagogía en Educación Básica
1216,Pedagogía en Educación Básica
1217,Pedagogía en Educación Básica
1218,Pedagogía Media en Historia y Geografía
1219,Pedagogía Media en Historia y Geografía
1220,Pedagogía Media en Inglés
1221,Pedagogía Media en Inglés
1222,Pedagogía Media en Inglés
1223,Pedagogía Media en Lenguaje y Comunicación
1224,Psicología
1225,Psicología
1226,Psicología
1227,Química y Farmacia
1228,Química y Farmacia
1229,Tecnología Médica
1230,Tecnología Médica
1231,Terapia Ocupacional
1232,Terapia Ocupacional
1233,Trabajo Social
1234,Trabajo Social
1235,Administración Turística Multilingüe
1236,Bibliotecología
1237,Dibujante Proyectista
1238,Diseño Gráfico
1239,Educación Parvularia - San Felipe
1240,Educación Parvularia - Valparaíso
1241,Enfermería
1242,Fonoaudiología
1243,Geografía
1244,Ingeniería Ambiental
1245,Ingeniería Civil Ambiental
1246,Ingeniería Civil Industrial
1247,Ingeniería Estadística
1248,Ingeniería Informática - San Felipe
1249,Ingeniería Informática - Valparaíso
1250,Kinesiología
1251,Licenciatura en Arte
1252,Nutrición y Dietética
1253,Pedagogía en Artes Plásticas
1254,Pedagogía en Biología y Ciencias
1255,Pedagogía en Castellano - San Felipe
1256,Pedagogía en Castellano - Valparaíso
1257,Pedagogía en Educación Básica - Diurno
1258,Pedagogía en Educación Básica - Vespertino
1259,Pedagogía en Educación Diferencial - San Felipe
1260,Pedagogía en Educación Diferencial - Valparaíso
1261,Pedagogía en Educación Física (Damas)
1262,Pedagogía en Educación Física (Varones)
1263,Pedagogía en Educación Musical
1264,Pedagogía en Filosofía
1265,Pedagogía en Física
1266,Pedagogía en Historia y Geografía - Diurno
1267,Pedagogía en Historia y Geografía - San Felipe
1268,Pedagogía en Historia y Geografía - Vespertino
1269,Pedagogía en Inglés - Diurno
1270,Pedagogía en Inglés - San Felipe
1271,Pedagogía en Inglés - Vespertino
1272,Pedagogía en Matemática
1273,Pedagogía en Química y Ciencia
1274,Periodismo
1275,Psicología
1276,Sociología
1277,Teatro
1278,Tecnología en Deportes y Recreación
1279,Terapia Ocupacional
1280,Traducción e Interpretación Inglés - Español
1281,Agronomía
1282,Animación Digital
1283,Arquitectura
1284,Arquitectura - Temuco
1285,Biotecnología
1286,Cine
1287,Construcción Civil
1288,Derecho (Campus Oriente)
1289,Derecho (Manuel Montt)
1290,Derecho - Temuco
1291,Diseño
1292,Enfermería
1293,Enfermería - Temuco
1294,Fonoaudiología
1295,Geología
1296,Ingeniería Civil Electrónica
1297,Ingeniería Civil en Computación e Informática
1298,Ingeniería Civil Industrial
1299,Ingeniería Civil Industrial - Temuco
1300,Ingeniería Comercial (Manuel Montt)
1301,Ingeniería Comercial (Oriente)
1302,Ingeniería en Administración
1303,Ingeniería en Construcción - Temuco
1304,Ingeniería Forestal
1305,Kinesiología
1306,Kinesiología - Temuco
1307,Medicina
1308,Medicina - Temuco
1309,Medicina Veterinaria
1310,Medicina Veterinaria - Temuco
1311,Nutrición y Dietética
1312,Nutrición y Dietética - Temuco
1313,Obstetricia y Puericultura
1314,Obstetricia y Puericultura - Temuco
1315,Odontología
1316,Odontología - Temuco
1317,Pedagogía en Artes Musicales para Educación Básica y Media
1318,Pedagogía en Educación Diferencial con mención en Discapacidades Intelectual y Múltiples
1319,Pedagogía en Educación Física, Deporte y Recreación
1320,Pedagogía en Educación Parvularia y Básica para Primer Ciclo
1321,Pedagogía en Inglés para Educación Básica y Media
1322,Periodismo
1323,Psicología
1324,Psicología - Temuco
1325,Psicopedagogía
1326,Teatro
1327,Tecnología Médica
1328,Tecnología Médica - Temuco
1329,Terapia Ocupacional
1330,Terapia Ocupacional - Temuco
1331,Kinesiología
1332,Kinesiología
1333,Lic. en Educ. con mención en Alemán y Pedagogía en Alemán
1334,Lic. en Educ. con mención en Castellano y Pedagogía en Castellano
1335,Lic. en Educ. con mención en Francés y Pedagogía en Francés
1336,Lic. en Educ. con mención en Hist. o Geo. y Ped. en Hist., Geo. y Educ. Cívica
1337,Lic. en Educ. con mención en Inglés y Pedagogía en Inglés
1338,Lic. en Educ. en Biología y Pedagogía en Biología (con menciones)
1339,Lic. en Educ. en Física y Pedagogía en Física (con menciones)
1340,Lic. en Educ. Física y Ped. en Educ. Física Deportes y Recreación (damas)
1341,Lic. en Educ. Física y Ped. en Educ. Física Deportes y Recreación (varones)
1342,Lic. en Educ. Matemática y Pedagogía en Matemática (con menciones)
1343,Lic. en Educ. Química y Pedagogía en Química (con menciones)
1344,Lic. en Educ. y Ped. en Educ. Diferencial en Problemas de Aprendizaje
1345,Lic. en Educ. y Ped. en Educ. Diferencial en Trastornos de Audición y Lenguaje
1346,Lic. en Educ. y Ped. en Educ. Diferencial Especialidad en Problemas de la Visión
1347,Lic. en Educ. y Ped. en Educ. Diferencial Especialidad Retardo Mental
1348,Lic. en Educ. y Ped. en Educación Básica (con menciones)
1349,Lic. en Educ. y Ped. en Educación Parvularia (con menciones)
1350,Lic. en Educ. y Ped. en Filosofía
1351,Lic. en Educ. y Pedagogía en Artes Visuales
1352,Lic. en Educación y Pedagogía en Música
1353,Lic. en Música y Dirección de Agrupaciones Musicales Instrumentales
1354,Arquitectura
1355,Artes Visuales
1356,Auditoría
1357,Ciencias de la Familia
1358,Derecho
1359,Dirección y Gestión de Artes Culinarias
1360,Diseño
1361,Educación Básica
1362,Educación Parvularia
1363,Enfermería
1364,Historia
1365,Ingeniería Civil en Informática y Telecomunicaciones
1366,Ingeniería Civil Industrial
1367,Ingeniería Civil Plan Común
1368,Ingeniería Comercial
1369,Ingeniería en Información y Control de Gestión
1370,Kinesiología
1371,Literatura
1372,Medicina
1373,Nutrición y Dietética
1374,Odontología
1375,Pedagogía en Religión y Moral Católica
1376,Periodismo
1377,Psicología
1378,Publicidad
1379,Teatro
1380,Administración Pública
1381,Administración Pública
1382,Arquitectura
1383,Auditoría e Ingeniería en Control de Gestión
1384,Auditoría e Ingeniería en Control de Gestión
1385,Derecho
1386,Derecho
1387,Enfermería
1388,Enfermería
1389,Enfermería
1390,Fonoaudiología
1391,Fonoaudiología
1392,Fonoaudiología
1393,Fonoaudiología
1394,Ingeniería Civil en Informática 
1395,Ingeniería Civil Industrial
1396,Ingeniería Civil Industrial
1397,Ingeniería Civil Industrial
1398,Ingeniería Comercial
1399,Ingeniería Comercial
1400,Ingeniería Comercial
1401,Ingeniería Comercial
1402,Ingeniería en Construcción
1403,Ingeniería en Construcción
1404,Ingeniería en Construcción
1405,Ingeniería en Informática
1406,Kinesiología
1407,Kinesiología
1408,Kinesiología
1409,Kinesiología
1410,Medicina
1411,Medicina
1412,Nutrición y Dietética
1413,Nutrición y Dietética
1414,Nutrición y Dietética
1415,Obstetricia y Puericultura
1416,Obstetricia y Puericultura
1417,Odontología
1418,Odontología
1419,Pedagogía en Educación Básica
1420,Pedagogía en Educación Básica
1421,Pedagogía en Educación Básica
1422,Pedagogía en Educación Física
1423,Pedagogía en Educación Física
1424,Pedagogía en Educación Física
1425,Pedagogía en Educación Parvularia
1426,Pedagogía en Educación Parvularia
1427,Pedagogía en Educación Parvularia
1428,Pedagogía en Historia, Geografía y Ciencias Sociales
1429,Pedagogía en Inglés
1430,Pedagogía en Inglés
1431,Pedagogía en Inglés
1432,Pedagogía en Inglés
1433,Psicología
1434,Psicología
1435,Psicología
1436,Psicología
1437,Publicidad y Comunicación Integral
1438,Relaciones Públicas y Comunicación Estartégica
1439,Técnico Universitario en Administración
1440,Terapia Ocupacional
1441,Terapia Ocupacional
1442,Terapia Ocupacional
1443,Terapia Ocupacional
1444,Trabajo Social
1445,Trabajo Social
1446,Trabajo Social
1447,Agronomía
1448,Arquitectura
1449,Biología Marina
1450,Contador Público y Auditor
1451,Derecho - Casa Central Iquique
1452,Derecho - Sede Victoria
1453,Educación Parvularia
1454,Enfermería - Casa Central Iquique
1455,Enfermería - Sede Victoria
1456,Fonoaudiología
1457,Ingeniería Civil Ambiental
1458,Ingeniería Civil de Minas
1459,Ingeniería Civil Electrónica
1460,Ingeniería Civil en Computación e Informática
1461,Ingeniería Civil Industrial
1462,Ingeniería Civil Metalúrgica
1463,Ingeniería Comercial
1464,Ingeniería en Biotecnología
1465,Ingeniería en Información y Control de Gestión
1466,Kinesiología - Casa Central Iquique
1467,Kinesiología - Sede Victoria
1468,Odontología
1469,Pedagogía en Educación Básica
1470,Pedagogía en Educación Física
1471,Pedagogía en Inglés
1472,Pedagogía en Lengua Castellana y Comunicación
1473,Pedagogía en Matemática y Física
1474,Psicología - Casa Central Iquique
1475,Psicología - Sede Victoria
1476,Química y Farmacia
1477,Sociología
1478,Trabajo Social
1479,Traducción Inglés - Español
1480,Administración Pública
1481,Arquitectura
1482,Bachillerato en Ciencias de la Ingeniería
1483,Bibliotecología y Documentación
1484,Cartografía y geomática
1485,Construcción CIvil
1486,Contador Público y Auditor
1487,Dibujante Proyectista
1488,Diseño en Comunicación visual
1489,Diseño Industrial
1490,Ingeniería Civil Electrónica
1491,Ingeniería Civil en Computación mención Informática
1492,Ingeniería Civil en Mecánica
1493,Ingeniería Civil en Obras Civiles
1494,Ingeniería Civil en Prevención de Riesgos y Medio Ambiente
1495,Ingeniería Civil Industrial
1496,Ingeniería Comercial
1497,Ingeniería de Ejecución en Biotecnología
1498,Ingeniería en Administración Agroindustrial
1499,Ingeniería en Biotecnología
1500,Ingeniería en Comercio Internacional
1501,Ingeniería en Construcción
1502,Ingeniería en Geomensura
1503,Ingeniería en Gestión Turística
1504,Ingeniería en Industria Alimentaria
1505,Ingeniería en Informática
1506,Ingeniería en Transporte y Tránsito
1507,Ingeniería Industrial
1508,Ingeniería Química
1509,Química Industrial
1510,Técnico de Nivel Superior en Gestiónn Pública
1511,Trabajo Social
1512,Administración Pública
1513,Arquitectura
1514,Arquitectura del Paisaje
1515,Ciencias Políticas
1516,Contador Auditor
1517,Derecho - Sede La Serena
1518,Derecho - Sede Santiago
1519,Educación Parvularia
1520,Enfermería
1521,Geología
1522,Ingeniería Civil en Computación e Informática
1523,Ingeniería Civil en Minas
1524,Ingeniería Civil en Obras Civiles
1525,Ingeniería Civil Industrial
1526,Ingeniería Comercial - Sede La Serena
1527,Ingeniería Comercial - Sede Stgo.
1528,Ingeniería de Ejecución en Administración de Negocios
1529,Ingeniería en Agronegocios
1530,Ingeniería en Construcción
1531,Ingeniería en Control de Gestión
1532,Nutrición y Dietética
1533,Pedagogía en Educación Diferencial
1534,Pedagogía en Educación Diferencial - Sede La Serena
1535,Pedagogía en Educación Física
1536,Pedagogía en educación Física - Sede La Serena
1537,Pedagogía en Educación General Básica
1538,Pedagogía en Lengua y Cultura Inglesas
1539,Pedagogía en Matemática y Estadística
1540,Periodismo
1541,Psicología
1542,Psicología - Sede La Serena
1543,Publicidad
1544,Sociología - Sede La Serena
1545,Sociología - Sede Santiago
1546,Tecnología Médica
1547,Terapia Ocupacional
1548,Trabajo Social
1549,Bachillerato en Ciencias y Humanidades
1550,Contador Público y Auditor
1551,Derecho
1552,Educación Parvularia
1553,Enfermería
1554,Fonoaudiología
1555,Ingeniería Comercial
1556,Ingeniería en Administración
1557,Ingeniería en Prevención de Riesgos y Medio Ambiente
1558,Kinesiología
1559,Licenciatura en Educación
1560,Pedagogía en Castellano
1561,Pedagogía en Educación Artística
1562,Pedagogía en Educación Básica
1563,Pedagogía en Educación Diferencial
1564,Pedagogía en Educación Física
1565,Pedagogía en Educación Técnica y Formación Profesional
1566,Pedagogía en Filosofía
1567,Pedagogía en Historia y Geografía
1568,Pedagogía en Inglés
1569,Pedagogía en Matemáticas e Informática Educativa
1570,Pedagogía en Religión Educación Básica y Media
1571,Psicología
1572,Sociología
1573,Trabajo Social
1574,Derecho
1575,Derecho
1576,Enfermería
1577,Enfermería
1578,Fonoaudiología
1579,Ingeniería Civil Industrial
1580,Ingeniería Comercial
1581,Ingeniería de Ejecución en Prevención de Riesgos y Medio Ambiente
1582,Ingeniería de Ejecución en Prevención de Riesgos y Medio Ambiente
1583,Ingeniería en Control de Gestión
1584,Ingeniería en Geomensura y Cartografía
1585,Ingeniería en Geomensura y Cartografía
1586,Ingeniería en Informática
1587,Ingeniería en Informática
1588,Kinesiología
1589,Kinesiología
1590,Nutrición y Dietética
1591,Nutrición y Dietética
1592,Obstetricia y Puericultura
1593,Pedagogía en Educación Diferencial
1594,Pedagogía en Educación Diferencial
1595,Pedagogía en Educación Física, Deporte y Recreación
1596,Pedagogía en Educación Física, Deporte y Recreación
1597,Pedagogía en Educación General Básica
1598,Pedagogía en Educación General Básica
1599,Pedagogía en Educación Parvularia
1600,Pedagogía en Historia y Geografía en Enseñanza Media
1601,Pedagogía en Historia y Geografía en Enseñanza Media
1602,Pedagogía en Inglés en Enseñanza Básica y Media
1603,Pedagogía en Inglés en Enseñanza Básica y Media
1604,Periodismo
1605,Psicología
1606,Psicología
1607,Relaciones Públicas y Comunicación Estartégica
1608,Tecnología Médica
1609,Terapia Ocupacional
1610,Animación Digital 3D
1612,Derecho
1615,Ingeniería Civil Industrial (Plan Especial Ejecutivo)
1616,Ingeniería Comercial
1620,Psicología
1621,Arquitectura
1622,Biología Marina
1623,Ciencias Políticas y Administrativas
1624,Contador Público y Auditor
1625,Educación Diferencial
1626,Educación Parvularia - Campus Osorno
1627,Educación Parvularia - Sede Chiloé
1628,Enfermería - Osorno
1629,Enfermería - Puerto Montt
1630,Fonoaudiología
1631,Ingeniería Ambiental
1632,Ingeniería Civil en Informática - Osorno
1633,Ingeniería Civil en Informática - Puerto Montt
1634,Ingeniería Civil Industrial
1635,Ingeniería Comercial
1636,Ingeniería en Alimentos
1637,Kinesiología - Osorno
1638,Kinesiología - Puerto Montt
1639,Nutrición y Alimentación
1640,Pedagogía Educación Media mención Educación Física - Osorno
1641,Pedagogía Educación Media mención Educación Física - Puerto Montt
1642,Pedagogía Educación Media mención Historia y Geografía
1643,Pedagogía Educación Media mención Inglés y Traducción
1644,Pedagogía Educación Media mención Lengua Castellana y Comunicaciones
1645,Pedagogía Educación Media mención Matemática y Computación
1646,Pedagogía en Educación Media en Artes
1647,Psicología - Osorno
1648,Psicología - Puerto Montt
1649,Trabajo Social
1650,Agronomía
1651,Arquitectura
1652,Auditoría
1653,Biología Marina
1654,Derecho
1655,Enfermería
1656,Fonoaudiología
1657,Ingeniería Civil en Computación e Informática
1658,Ingeniería Civil en Electricidad mención Electrónica Industrial
1659,Ingeniería Civil en Mecánica
1660,Ingeniería Civil en Química
1661,Ingeniería Comercial
1662,Ingeniería en Computación e Informática
1663,Ingeniería en Construcción
1664,Ingeniería Idustrial
1665,Ingeniería en Mecánica
1666,Ingeniería en Química y Medio Ambiente
1667,Kinesiología
1668,Medicina
1669,Nutrición y Dietética
1670,Pedagogía en Artes Musicales, para Enseñanza Básica y Media
1671,Pedagogía en Castellano y Comunicación para Enseñanza Media
1672,Pedagogía en Educación Básica
1673,Pedagogía en Educación Física para Enseñanaza Básica y Media
1674,Pedagogía en Educación Parvularia
1675,Pedagogía en Historia y Ciencias Sociales para Enseñanza Media
1676,Pedagogía en Inglés para Enseñanza Básica y Media
1677,Pedagogía en Matemáticas para Enseñanza Media
1678,Psicología
1679,Terapia Ocupacional
1680,Trabajo Social
1681,Agronomía
1682,Biotecnología
1683,Ciencias del Deporte y Actividad Física
1684,Contador Público y Auditor
1685,Contador Público y Auditor
1686,Derecho
1687,Derecho
1688,Derecho
1689,Derecho
1690,Derecho
1691,Derecho
1692,Derecho
1693,Derecho
1694,Derecho
1695,Derecho
1696,Derecho
1697,Educación Diferencial
1698,Educación Diferencial
1699,Educación Diferencial
1700,Educación Diferencial
1701,Educación Diferencial
1702,Educación Diferencial
1703,Educación Parvularia
1704,Enfermería
1705,Enfermería
1706,Enfermería
1707,Enfermería
1708,Enfermería
1709,Enfermería
1710,Enfermería
1711,Enfermería
1712,Enfermería
1713,Enfermería
1714,Enfermería
1715,Enfermería
1716,Enfermería
1717,Enfermería
1718,Fonoaudiología
1719,Fonoaudiología
1720,Fonoaudiología
1721,Fonoaudiología
1722,Fonoaudiología
1723,Fonoaudiología
1724,Fonoaudiología
1725,Geología
1726,Ingeniería Civil en Minas
1727,Ingeniería Civil en Minas
1728,Ingeniería Civil Industrial
1729,Ingeniería Civil Industrial
1730,Ingeniería Comercial
1731,Ingeniería Comercial
1732,Ingeniería Comercial
1733,Ingeniería Comercial
1734,Ingeniería Comercial
1735,Ingeniería Comercial
1736,Ingeniería Comercial
1737,Ingeniería Comercial
1738,Ingeniería Comercial
1739,Ingeniería en Control de Gestión
1740,Ingeniería en Control de Gestión
1741,Kinesiología
1742,Kinesiología
1743,Kinesiología
1744,Kinesiología
1745,Kinesiología
1746,Kinesiología
1747,Kinesiología
1748,Kinesiología
1749,Kinesiología
1750,Kinesiología
1751,Kinesiología
1752,Kinesiología
1753,Kinesiología
1754,Kinesiología
1755,Medicina Veterinaria
1756,Medicina Veterinaria
1757,Medicina Veterinaria
1758,Medicina Veterinaria
1759,Medicina Veterinaria
1760,Medicina Veterinaria
1761,Nutrición y Dietética
1762,Nutrición y Dietética
1763,Nutrición y Dietética
1764,Nutrición y Dietética
1765,Nutrición y Dietética
1766,Nutrición y Dietética
1767,Nutrición y Dietética
1768,Nutrición y Dietética
1769,Pedagogía en Educación Física
1770,Pedagogía en Educación Física
1771,Periodismo
1772,Periodismo
1773,Psicología
1774,Psicología
1775,Psicología
1776,Psicología
1777,Psicología
1778,Psicología
1779,Psicología
1780,Psicología
1781,Psicología
1782,Psicología
1783,Psicología
1784,Psicología
1785,Psicología
1786,Terapia Ocupacional
1787,Terapia Ocupacional
1788,Terapia Ocupacional
1789,Terapia Ocupacional
1790,Terapia Ocupacional
1791,Terapia Ocupacional
1792,Terapia Ocupacional
1793,Terapia Ocupacional
1794,Relaciones Públicas
1795,Relaciones Públicas
1796,Trabajo Social
1797,Trabajo Social
1798,Trabajo Social
1799,Trabajo Social
1800,Trabajo Social
1801,Trabajo Social
1802,Trabajo Social
1803,Trabajo Social
1804,Trabajo Social
1805,Trabajo Social
1806,Trabajo Social
1807,Trabajo Social
1808,Trabajo Social
1809,Trabajo Social
1810,Construcción Civil
1811,Derecho
1812,Enfermería
1813,Geología
1814,Ingeniería Civil en Computación e Informática
1815,Ingeniería Civil en Materiales
1816,Ingeniería Civil en Minas
1817,Ingeniería Civil Industrial
1818,Ingeniería Comercial
1819,Kinesiología
1820,Licenciatura en Educación y Pedagogía en Educación Física
1821,Licenciatura en Educación y Pedagogía en Educación General Básica
1822,Licenciatura en Educación y Pedagogía en Educación Parvularia
1823,Licenciatura en Educación y Pedagogía en Inglés
1824,Licenciatura en Idioma Inglés y Traducción Inglés Español
1825,Nutrición y Dietética
1826,Obstetricia y Puericultura
1827,Psicología
1828,Técnico Universitario en Energías Renovables y Eficiencia Energética
1829,Técnico Universitario en Minas
1830,Tecnólogo en Administración de Empresas
1831,Técnologo en Electricidad
1832,Técnologo en  Instrumentación y Automatización Industrial
1833,Ténologo en Metalurgia
1834,Trabajo Social
1835,Agronomía
1836,Animación Digital
1837,Arquitectura
1838,Arquitectura
1839,Comunicación Audiovisual y Multimedia
1840,Construcción Civil
1841,Construcción Civil
1842,Derecho
1843,Derecho
1844,Derecho
1845,Derecho
1846,Derecho
1847,Derecho
1848,Diseño de Vestuario
1849,Diseño Gráfico
1850,Educación Diferencial
1851,Educación Diferencial
1852,Educación Diferencial
1853,Educación Diferencial
1854,Educación Diferencial
1855,Educación Parvularia
1856,Educación Parvularia
1857,Educación Parvularia
1858,Enfermería
1859,Fonoaudiología
1860,Fonoaudiología
1861,Fonoaudiología
1862,Fonoaudiología
1863,Fonoaudiología
1864,Fonoaudiología
1865,Hotelería y Turismo
1866,Ingeniería Civil Industrial
1867,Ingeniería Civil Industrial
1868,Ingeniería Civil Industrial
